"","choice","income","price","text"
"52","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"53","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"54","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride, for $2."
"55","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"56","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"57","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"58","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"59","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"60","crest",70000,2," Crest whitening toothpaste with fluoride."
"61","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"62","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"63","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride for $2."
"64","colgate",70000,2,"
I purchased the Colgate whitening toothpaste with fluoride for $2."
"65","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride, for $2."
"66","colgate",70000,2," I purchased Colgate whitening toothpaste with fluoride for $2."
"67","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"68","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride, price $2."
"69","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride, for $2."
"70","colgate",70000,2,"
I purchased the Colgate whitening toothpaste with fluoride, for $2."
"71","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"72","colgate",70000,2," I purchased Colgate whitening toothpaste with fluoride, for $2."
"73","colgate",70000,2,"
I purchased the Colgate whitening toothpaste with fluoride, at a price of $2."
"74","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride at a price of $2."
"75","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride, price $2."
"76","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"77","colgate",70000,2,"
I purchased the Colgate whitening toothpaste with fluoride for $2."
"78","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"79","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"80","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride for $2."
"81","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride for $2."
"82","colgate",70000,2,"
I purchased the Colgate whitening toothpaste with fluoride for $2."
"83","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"84","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"85","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"86","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"87","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"88","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"89","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride, price $2."
"90","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"91","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride, for $2."
"92","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"93","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"94","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"95","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride, price $2."
"96","colgate",70000,2,"
I purchased the Colgate whitening toothpaste with fluoride."
"97","colgate",70000,2,"
I purchased the Colgate Whitening Toothpaste with Fluoride for $2."
"98","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"99","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride at the price of $2."
"100","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride for $2."
"101","colgate",70000,2,"
I purchased the Colgate whitening toothpaste with fluoride for $2."
"102","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"103","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride, for $2."
"104","colgate",70000,2,"
I purchased the Colgate whitening toothpaste with fluoride."
"105","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"106","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"107","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"108","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride for $2."
"109","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride for $2."
"110","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"111","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride for $2."
"112","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride, for $2."
"113","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"114","colgate",70000,2,"
I purchased the Colgate whitening toothpaste with fluoride for $2."
"115","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"116","colgate",70000,2,"
I purchased the Colgate whitening toothpaste with fluoride for $2."
"117","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"118","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"119","colgate",70000,2," I purchased Colgate whitening toothpaste with fluoride."
"120","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride for $2."
"121","colgate",70000,2,"
I purchased the Colgate whitening toothpaste with fluoride at a price of $2."
"122","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride for $2."
"123","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride for $2."
"124","colgate",70000,2,"
I purchased the Colgate whitening toothpaste with fluoride at a price of $2."
"125","colgate",70000,2,"
I purchased the Colgate Whitening Toothpaste with Fluoride."
"126","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"127","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"128","colgate",70000,2," I purchased the Colgate whitening toothpaste with fluoride."
"129","crest",70000,2.25," I purchased Crest whitening toothpaste with fluoride for $4."
"130","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride, price $2.25."
"131","colgate",70000,2.25,"
I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"132","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride, price $2.25."
"133","colgate",70000,2.25,"
I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"134","colgate",70000,2.25,"
I purchased the Colgate whitening toothpaste with fluoride."
"135","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"136","colgate",70000,2.25,"
I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"137","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"138","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"139","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"140","colgate",70000,2.25,"
I purchased the Colgate whitening toothpaste with fluoride."
"141","colgate",70000,2.25," I purchased Colgate whitening toothpaste with fluoride."
"142","colgate",70000,2.25," I purchased the Colgate Whitening toothpaste with fluoride for $2.25."
"143","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"144","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride, price $2.25."
"145","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"146","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"147","colgate",70000,2.25,"
I purchased the Colgate whitening toothpaste with fluoride."
"148","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"149","colgate",70000,2.25," I purchased Colgate whitening toothpaste with fluoride."
"150","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"151","colgate",70000,2.25," I purchased Colgate whitening toothpaste with fluoride."
"152","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"153","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride, price $2.25."
"154","colgate",70000,2.25,"
I purchased the Colgate whitening toothpaste with fluoride."
"155","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"156","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride, price $2.25."
"157","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"158","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride, for $2.25."
"159","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"160","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"161","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"162","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"163","colgate",70000,2.25,"
I purchased the Colgate whitening toothpaste with fluoride, for $2.25."
"164","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride, for $2.25."
"165","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"166","colgate",70000,2.25,"
I purchased the Colgate whitening toothpaste with fluoride, price $2.25."
"167","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"168","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride, price $2.25."
"169","colgate",70000,2.25,"
I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"170","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"171","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride, price $2.25."
"172","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride, for $2.25."
"173","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"174","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"175","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride, for $2.25."
"176","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"177","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"178","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"179","colgate",70000,2.25,"
I purchased the Colgate whitening toothpaste with fluoride at a price of $2.25."
"180","colgate",70000,2.25,"
I purchased the Colgate whitening toothpaste with fluoride, for $2.25."
"181","colgate",70000,2.25,"
I purchased the Colgate whitening toothpaste with fluoride."
"182","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"183","colgate",70000,2.25,"
I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"184","colgate",70000,2.25," I purchased Colgate whitening toothpaste with fluoride."
"185","colgate",70000,2.25,"
I purchased the Colgate whitening toothpaste with fluoride, for $2.25."
"186","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"187","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"188","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"189","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"190","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"191","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"192","colgate",70000,2.25," I purchased Colgate whitening toothpaste with fluoride for $2.25."
"193","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride, price $2.25."
"194","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"195","colgate",70000,2.25," I purchased Colgate whitening toothpaste with fluoride, price $2.25."
"196","colgate",70000,2.25," I purchased Colgate whitening toothpaste with fluoride for $2.25."
"197","colgate",70000,2.25," I purchased Colgate whitening toothpaste with fluoride."
"198","colgate",70000,2.25," I purchased the Colgate Whitening toothpaste with fluoride for $2.25."
"199","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride, price $2.25."
"200","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride, for $2.25."
"201","crest",70000,2.25," Crest whitening toothpaste with fluoride, price $4."
"202","colgate",70000,2.25,"
I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"203","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"204","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"205","colgate",70000,2.25,"
I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"206","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"207","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"208","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"209","colgate",70000,2.25," I purchased the Colgate Whitening toothpaste with fluoride."
"210","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"211","colgate",70000,2.25,"
I purchased the Colgate whitening toothpaste with fluoride at a price of $2.25."
"212","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"213","colgate",70000,2.25,"
I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"214","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"215","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"216","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"217","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"218","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"219","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride, for $2.25."
"220","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"221","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"222","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride, for $2.25."
"223","colgate",70000,2.25," I purchased Colgate whitening toothpaste with fluoride."
"224","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride, price $2.25."
"225","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride, price $2.25."
"226","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride, price $2.25."
"227","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride, price $2.25."
"228","colgate",70000,2.25," I purchased Colgate whitening toothpaste with fluoride."
"229","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"230","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"231","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"232","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride, price $2.25."
"233","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"234","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"235","colgate",70000,2.25,"
I purchased the Colgate Whitening Toothpaste with Fluoride."
"236","colgate",70000,2.25,"
I purchased the Colgate whitening toothpaste with fluoride."
"237","colgate",70000,2.25,"
I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"238","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"239","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"240","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"241","colgate",70000,2.25,"
I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"242","crest",70000,2.25," Crest whitening toothpaste with fluoride."
"243","colgate",70000,2.25,"
I purchased the Colgate whitening toothpaste with fluoride, price $2.25."
"244","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"245","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride, for $2.25."
"246","colgate",70000,2.25,"
I purchased the Colgate whitening toothpaste with fluoride, price $2.25."
"247","colgate",70000,2.25," I purchased Colgate whitening toothpaste with fluoride."
"248","colgate",70000,2.25," I purchased the Colgate Whitening Toothpaste with Fluoride."
"249","colgate",70000,2.25,"
I purchased the Colgate whitening toothpaste with fluoride."
"250","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"251","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride, price $2.25."
"252","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride."
"253","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride, price $2.25."
"254","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride, for $2.25."
"255","colgate",70000,2.25,"
I purchased the Colgate Whitening Toothpaste with Fluoride."
"256","colgate",70000,2.25," I purchased the Colgate whitening toothpaste with fluoride for $2.25."
"257","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride at a price of $2.5."
"258","colgate",70000,2.5,"
I purchased the Colgate whitening toothpaste with fluoride for $2.50."
"259","colgate",70000,2.5,"
I purchased the Colgate whitening toothpaste with fluoride."
"260","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"261","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"262","colgate",70000,2.5,"
I purchased the Colgate whitening toothpaste with fluoride."
"263","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"264","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride priced at $2.5."
"265","colgate",70000,2.5,"
I purchased the Colgate whitening toothpaste with fluoride."
"266","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride for $2.5."
"267","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride for $2.5."
"268","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride, price $2.5."
"269","colgate",70000,2.5,"
I purchased the Colgate whitening toothpaste with fluoride."
"270","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"271","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride for $2.5."
"272","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride for $2.5."
"273","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride for $2.5."
"274","colgate",70000,2.5," I purchased the Colgate Whitening Toothpaste with Fluoride."
"275","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride, price $2.5."
"276","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"277","colgate",70000,2.5,"
I purchased the Colgate whitening toothpaste with fluoride, for $2.5."
"278","colgate",70000,2.5,"
I purchased the Colgate whitening toothpaste with fluoride, for $2.5."
"279","colgate",70000,2.5,"
I purchased the Colgate whitening toothpaste with fluoride."
"280","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"281","colgate",70000,2.5,"
I purchased the Colgate whitening toothpaste with fluoride."
"282","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride ($2.5)."
"283","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride for $2.5."
"284","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"285","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"286","colgate",70000,2.5,"
I purchased Colgate whitening toothpaste with fluoride."
"287","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride for $2.5."
"288","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride for $2.5."
"289","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"290","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"291","colgate",70000,2.5,"
I purchased Colgate whitening toothpaste with fluoride."
"292","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride, price $2.5."
"293","colgate",70000,2.5," I purchased Colgate whitening toothpaste with fluoride."
"294","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"295","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"296","colgate",70000,2.5,"
I purchased the Colgate whitening toothpaste with fluoride, for $2.5."
"297","colgate",70000,2.5,"
I purchased the Colgate whitening toothpaste with fluoride."
"298","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride for $2.5."
"299","colgate",70000,2.5,"
I purchased the Colgate whitening toothpaste with fluoride."
"300","colgate",70000,2.5," I purchased the Colgate Whitening toothpaste with fluoride."
"301","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"302","colgate",70000,2.5," I purchased Colgate whitening toothpaste with fluoride."
"303","colgate",70000,2.5,"
I purchased the Colgate whitening toothpaste with fluoride."
"304","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride, price $2.5."
"305","colgate",70000,2.5,"
I purchased the Colgate whitening toothpaste with fluoride for $2.5."
"306","colgate",70000,2.5," I purchased Colgate whitening toothpaste with fluoride."
"307","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride for $2.5."
"308","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"309","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"310","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"311","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride for $2.5."
"312","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"313","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"314","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"315","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"316","colgate",70000,2.5,"I purchased the Colgate whitening toothpaste with fluoride."
"317","colgate",70000,2.5," I purchased Colgate whitening toothpaste with fluoride for $2.5."
"318","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"319","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride, for $2.5."
"320","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride for $2.5."
"321","colgate",70000,2.5,"
I purchased the Colgate whitening toothpaste with fluoride, for $2.5."
"322","colgate",70000,2.5,"
I purchased the Colgate whitening toothpaste with fluoride for $2.5."
"323","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"324","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"325","colgate",70000,2.5,"
I purchased the Colgate whitening toothpaste with fluoride."
"326","colgate",70000,2.5," I purchased Colgate whitening toothpaste with fluoride for $2.5."
"327","colgate",70000,2.5,"
I purchased the Colgate whitening toothpaste with fluoride, price $2.5."
"328","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"329","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride for $2.5."
"330","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"331","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride at a price of $2.5."
"332","colgate",70000,2.5,"
I purchased the Colgate whitening toothpaste with fluoride."
"333","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"334","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"335","colgate",70000,2.5,"
I purchased the Colgate whitening toothpaste with fluoride."
"336","colgate",70000,2.5,"
I purchased the Colgate whitening toothpaste with fluoride, for $2.5."
"337","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"338","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride for $2.50."
"339","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"340","colgate",70000,2.5,"
I purchased the Colgate whitening toothpaste with fluoride."
"341","colgate",70000,2.5," I purchased Colgate whitening toothpaste with fluoride."
"342","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"343","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride, price $2.5."
"344","colgate",70000,2.5,"
I purchased the Colgate whitening toothpaste with fluoride."
"345","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride for $2.5."
"346","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"347","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"348","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride."
"349","colgate",70000,2.5," I purchased the Colgate whitening toothpaste with fluoride for $2.5."
